Date,CD
29-Oct-13,CD303
29-Oct-13,CD309
30-Oct-13,CD316
30-Oct-13,CD316
30-Oct-13,CD309
30-Oct-13,CD314
30-Oct-13,CD303
30-Oct-13,CD303
30-Oct-13,CD316
30-Oct-13,CD316
30-Oct-13,CD318
31-Oct-13,CD309
1-Nov-13,CD309
1-Nov-13,CD309
1-Nov-13,CD312
1-Nov-13,CD315
1-Nov-13,CD316
4-Nov-13,CD314
4-Nov-13,CD311
4-Nov-13,CD314
4-Nov-13,CD309
5-Nov-13,CD317
5-Nov-13,CD314
5-Nov-13,CD312
6-Nov-13,CD302
6-Nov-13,CD309
6-Nov-13,CD311
6-Nov-13,CD315
7-Nov-13,CD318
7-Nov-13,CD316
7-Nov-13,CD316
7-Nov-13,CD308
8-Nov-13,CD308
8-Nov-13,CD317
9-Nov-13,CD309
11-Nov-13,CD312
11-Nov-13,CD309
11-Nov-13,CD308
12-Nov-13,CD317
13-Nov-13,CD317
13-Nov-13,CD309
13-Nov-13,CD309
13-Nov-13,CD311
13-Nov-13,CD303
13-Nov-13,CD314
14-Nov-13,CD304
14-Nov-13,CD317
15-Nov-13,CD317
15-Nov-13,CD309
18-Nov-13,CD313
19-Nov-13,CD306
19-Nov-13,CD309
20-Nov-13,CD303
21-Nov-13,CD318
21-Nov-13,CD317
21-Nov-13,CD310
22-Nov-13,CD308
22-Nov-13,CD306
25-Nov-13,CD308
25-Nov-13,CD317
25-Nov-13,CD316
25-Nov-13,CD314
25-Nov-13,CD314
26-Nov-13,CD303
26-Nov-13,CD307
26-Nov-13,CD309
27-Nov-13,CD309
27-Nov-13,CD309
2-Dec-13,CD303
2-Dec-13,CD303
2-Dec-13,CD316
2-Dec-13,CD314
3-Dec-13,CD317
3-Dec-13,CD314
3-Dec-13,CD309
3-Dec-13,CD316
4-Dec-13,CD309
4-Dec-13,CD316
4-Dec-13,CD317
4-Dec-13,CD309
5-Dec-13,CD309
5-Dec-13,CD303
5-Dec-13,CD312
5-Dec-13,CD317
5-Dec-13,CD317
6-Dec-13,CD314
6-Dec-13,CD316
6-Dec-13,CD309
6-Dec-13,CD309
6-Dec-13,CD309
6-Dec-13,CD318
9-Dec-13,CD308
9-Dec-13,CD314
9-Dec-13,CD309
9-Dec-13,CD318
9-Dec-13,CDNA
9-Dec-13,CD317
9-Dec-13,CD316
10-Dec-13,CD306
10-Dec-13,CD309
10-Dec-13,CD317
10-Dec-13,CD317
11-Dec-13,CD303
11-Dec-13,CD308
11-Dec-13,CD309
11-Dec-13,CD309
11-Dec-13,CD317
11-Dec-13,CD303
11-Dec-13,CD308
11-Dec-13,CD318
13-Dec-13,CD302
13-Dec-13,CD309
16-Dec-13,CD309
16-Dec-13,CD309
17-Dec-13,CD317
17-Dec-13,CD309
17-Dec-13,CD309
17-Dec-13,CD306
17-Dec-13,CD303
18-Dec-13,CD317
19-Dec-13,CD309
19-Dec-13,CD312
19-Dec-13,CD309
20-Dec-13,CD303
20-Dec-13,CD317
23-Dec-13,CD309
26-Dec-13,CD314
27-Dec-13,CD309
27-Dec-13,CD309
30-Dec-13,CD316
30-Dec-13,CD317
30-Dec-13,CD317
30-Dec-13,CD316
31-Dec-13,CD309
31-Dec-13,CD309
31-Dec-13,CD307
2-Jan-14,CD309
6-Jan-14,CD303
6-Jan-14,CD309
6-Jan-14,CD306
6-Jan-14,CD317
7-Jan-14,CD317
7-Jan-14,CD317
7-Jan-14,CD316
7-Jan-14,CD313
7-Jan-14,CD316
7-Jan-14,CD303
8-Jan-14,CD316
8-Jan-14,CD314
8-Jan-14,CD310
9-Jan-14,CD317
9-Jan-14,CD303
10-Jan-14,CD308
10-Jan-14,CD309
10-Jan-14,CD317
13-Jan-14,CD316
13-Jan-14,CD409
13-Jan-14,CD317
13-Jan-14,CD309
13-Jan-14,CD303
14-Jan-14,CD309
14-Jan-14,CD314
14-Jan-14,CD318
14-Jan-14,CD303
15-Jan-14,CD314
15-Jan-14,CD316
15-Jan-14,CD309
15-Jan-14,CD309
15-Jan-14,CD308
15-Jan-14,CD309
16-Jan-14,CD317
16-Jan-14,CD314
16-Jan-14,CD309
16-Jan-14,CD303
16-Jan-14,CD309
16-Jan-14,CD314
16-Jan-14,CD314
16-Jan-14,CD317
16-Jan-14,CD311
17-Jan-14,CD309
17-Jan-14,CD309
17-Jan-14,CD313
17-Jan-14,CD313
17-Jan-14,CD309
21-Jan-14,CD302
21-Jan-14,CD317
21-Jan-14,CD303
21-Jan-14,CD309
21-Jan-14,CD317
21-Jan-14,CD306
21-Jan-14,CD309
21-Jan-14,CD303
21-Jan-14,CD317
21-Jan-14,CD309
22-Jan-14,CD316
22-Jan-14,CD302
22-Jan-14,CD317
22-Jan-14,CD308
22-Jan-14,CD316
23-Jan-14,CD316
23-Jan-14,CD318
23-Jan-14,CD313
23-Jan-14,CD303
23-Jan-14,CD309
23-Jan-14,CD313
23-Jan-14,CD309
23-Jan-14,CD316
23-Jan-14,CD309
23-Jan-14,CD313
24-Jan-14,CD303
24-Jan-14,CD316
24-Jan-14,CD309
24-Jan-14,CD311
24-Jan-14,CD313
24-Jan-14,CD317
24-Jan-14,CD309
24-Jan-14,CD317
24-Jan-14,CD317
24-Jan-14,CD308
24-Jan-14,CD317
24-Jan-14,CD303
24-Jan-14,CD309
24-Jan-14,CD309
24-Jan-14,CD310
25-Jan-14,CD309
25-Jan-14,CD302
27-Jan-14,CD317
27-Jan-14,CD309
27-Jan-14,CD309
27-Jan-14,CD313
27-Jan-14,CD309
27-Jan-14,CD309
27-Jan-14,CD308
27-Jan-14,CD309
28-Jan-14,CD303
28-Jan-14,CD311
28-Jan-14,CD302
28-Jan-14,CD309
28-Jan-14,CD316
28-Jan-14,CD308
29-Jan-14,CD309
29-Jan-14,CD316
29-Jan-14,CD317
29-Jan-14,CD314
29-Jan-14,CD314
29-Jan-14,CD317
29-Jan-14,CD309
29-Jan-14,CD309
29-Jan-14,CD311
29-Jan-14,CD316
29-Jan-14,CD317
30-Jan-14,CD309
30-Jan-14,CD303
30-Jan-14,CD303
30-Jan-14,CD313
30-Jan-14,CD317
30-Jan-14,CD309
30-Jan-14,CD309
31-Jan-14,CD303
31-Jan-14,CD310
31-Jan-14,CD314
31-Jan-14,CD309
31-Jan-14,CD303
3-Feb-14,CD309
3-Feb-14,CD309
3-Feb-14,CD101
3-Feb-14,CD309
3-Feb-14,CD303
3-Feb-14,CD303
4-Feb-14,CD317
4-Feb-14,CD317
4-Feb-14,CD303
4-Feb-14,CD317
5-Feb-14,CD309
5-Feb-14,CD309
5-Feb-14,CD303
5-Feb-14,CD309
5-Feb-14,CD303
6-Feb-14,CD309
6-Feb-14,CD101
6-Feb-14,CD314
6-Feb-14,CD309
6-Feb-14,CD303
6-Feb-14,CD309
6-Feb-14,CD302
6-Feb-14,CD317
6-Feb-14,CD317
7-Feb-14,CD301
7-Feb-14,CD317
7-Feb-14,CD309
7-Feb-14,CD309
7-Feb-14,CD303
7-Feb-14,CD317
7-Feb-14,CD318
10-Feb-14,CD303
10-Feb-14,CD316
10-Feb-14,CD309
10-Feb-14,CD314
10-Feb-14,CD317
10-Feb-14,CD317
10-Feb-14,CD302
10-Feb-14,CD309
11-Feb-14,CD311
11-Feb-14,CD318
11-Feb-14,CD309
12-Feb-14,CD309
12-Feb-14,CD302
12-Feb-14,CD317
12-Feb-14,CD314
12-Feb-14,CD311
12-Feb-14,CD317
12-Feb-14,CD316
13-Feb-14,CD309
14-Feb-14,CD302
14-Feb-14,CD201
14-Feb-14,CD317
14-Feb-14,CD309
14-Feb-14,CD308
14-Feb-14,CD318
18-Feb-14,CD317
18-Feb-14,CD103
18-Feb-14,CD303
18-Feb-14,CD309
19-Feb-14,CD318
19-Feb-14,CD317
19-Feb-14,CD309
20-Feb-14,CD310
20-Feb-14,CD317
20-Feb-14,CD309
20-Feb-14,CD309
20-Feb-14,CD309
20-Feb-14,CD301
20-Feb-14,CD318
21-Feb-14,CD303
21-Feb-14,CD309
21-Feb-14,CD317
21-Feb-14,CD303
21-Feb-14,CD309
24-Feb-14,CD303
24-Feb-14,CD309
24-Feb-14,CD318
24-Feb-14,CD309
24-Feb-14,CD316
25-Feb-14,CD302
25-Feb-14,CD302
25-Feb-14,CD303
25-Feb-14,CD314
25-Feb-14,CD205
25-Feb-14,CD302
25-Feb-14,CD313
25-Feb-14,CD309
25-Feb-14,CD303
26-Feb-14,CD309
26-Feb-14,CD309
26-Feb-14,CD314
26-Feb-14,CD309
26-Feb-14,CD317
26-Feb-14,CD309
26-Feb-14,CD316
27-Feb-14,CD309
27-Feb-14,CD201
27-Feb-14,CD317
27-Feb-14,CD309
27-Feb-14,CD302
27-Feb-14,CD314
28-Feb-14,CD308
28-Feb-14,CD308
28-Feb-14,CD309
2-Mar-14,CD308
3-Mar-14,CD312
3-Mar-14,CD317
3-Mar-14,CD316
3-Mar-14,CD309
4-Mar-14,CD317
4-Mar-14,CD318
4-Mar-14,CD317
5-Mar-14,CD310
5-Mar-14,CD308
5-Mar-14,CD303
5-Mar-14,CD310
5-Mar-14,CD316
5-Mar-14,CD316
6-Mar-14,CD303
6-Mar-14,CD309
6-Mar-14,CD302
6-Mar-14,CD316
7-Mar-14,CD317
7-Mar-14,CD316
7-Mar-14,CD317
7-Mar-14,CD316
7-Mar-14,CD317
7-Mar-14,CD312
10-Mar-14,CD308
10-Mar-14,CD309
11-Mar-14,CD309
11-Mar-14,CD303
12-Mar-14,CD309
12-Mar-14,CD303
12-Mar-14,CD317
12-Mar-14,CD302
12-Mar-14,CD310
12-Mar-14,CD308
12-Mar-14,CD312
13-Mar-14,CD317
13-Mar-14,CD309
13-Mar-14,CD302
13-Mar-14,CD309
13-Mar-14,CD101
14-Mar-14,CD317
14-Mar-14,CD309
14-Mar-14,CD318
14-Mar-14,CD317
17-Mar-14,CD316
17-Mar-14,CD308
17-Mar-14,CD310
17-Mar-14,CD311
18-Mar-14,CD308
18-Mar-14,CD317
18-Mar-14,CD309
19-Mar-14,CD303
19-Mar-14,CD313
19-Mar-14,CD313
19-Mar-14,CD316
19-Mar-14,CD309
19-Mar-14,CD317
19-Mar-14,CD303
20-Mar-14,CD314
20-Mar-14,CD309
20-Mar-14,CD309
20-Mar-14,CD308
21-Mar-14,CD101
22-Mar-14,CD309
22-Mar-14,CD317
24-Mar-14,CD309
24-Mar-14,CD317
24-Mar-14,CD303
25-Mar-14,CD309
25-Mar-14,CD317
25-Mar-14,CD309
25-Mar-14,CD309
25-Mar-14,CD318
25-Mar-14,CD309
25-Mar-14,CD101
27-Mar-14,CD317
27-Mar-14,CD309
31-Mar-14,CD309
1-Apr-14,CD303
1-Apr-14,CD312
1-Apr-14,CD309
1-Apr-14,CD317
1-Apr-14,CD309
2-Apr-14,CD316
3-Apr-14,CD309
3-Apr-14,CD317
3-Apr-14,CD309
3-Apr-14,CD303
4-Apr-14,CD317
4-Apr-14,CD313
8-Apr-14,CD317
8-Apr-14,CD310
10-Apr-14,CD314
2-Jan-13,CD314
2-Jan-13,CD501
3-Jan-13,CD314
4-Jan-13,CD314
5-Jan-13,CD501
7-Jan-13,CD318
7-Jan-13,CD314
7-Jan-13,CD302
7-Jan-13,CD309
8-Jan-13,CD501
8-Jan-13,CD315
8-Jan-13,CD309
8-Jan-13,CD412
9-Jan-13,CD317
9-Jan-13,CD317
9-Jan-13,CD101
10-Jan-13,CD309
10-Jan-13,CD303
10-Jan-13,CD316
10-Jan-13,CD317
10-Jan-13,CD314
10-Jan-13,CD503
11-Jan-13,CD501
11-Jan-13,CD306
11-Jan-13,CD314
11-Jan-13,CD303
13-Jan-13,CD309
13-Jan-13,CD317
13-Jan-13,CD317
14-Jan-13,CD310
14-Jan-13,CD502
14-Jan-13,CD317
15-Jan-13,CD314
15-Jan-13,CD309
15-Jan-13,CD314
16-Jan-13,CD501
16-Jan-13,CD314
16-Jan-13,CD317
16-Jan-13,CD315
17-Jan-13,CD309
17-Jan-13,CD317
17-Jan-13,CD317
17-Jan-13,CD314
17-Jan-13,CD314
18-Jan-13,CD313
18-Jan-13,CD317
18-Jan-13,CD309
18-Jan-13,CD309
18-Jan-13,CD318
22-Jan-13,CD318
22-Jan-13,CD317
22-Jan-13,CD309
23-Jan-13,CD317
23-Jan-13,CD317
24-Jan-13,CD313
24-Jan-13,CD317
24-Jan-13,CD309
24-Jan-13,CD318
25-Jan-13,CD308
25-Jan-13,CD318
25-Jan-13,CD309
25-Jan-13,CD318
25-Jan-13,CD312
26-Jan-13,CD314
26-Jan-13,CD318
28-Jan-13,CD314
28-Jan-13,CD315
28-Jan-13,CD305
28-Jan-13,CD309
28-Jan-13,CD309
29-Jan-13,CD317
29-Jan-13,CD317
29-Jan-13,CD314
29-Jan-13,CD316
29-Jan-13,CD309
30-Jan-13,CD309
30-Jan-13,CD303
30-Jan-13,CD314
30-Jan-13,CD207
30-Jan-13,CD314
30-Jan-13,CD318
30-Jan-13,CD317
31-Jan-13,CD314
31-Jan-13,CD309
1-Feb-13,CDNA
1-Feb-13,CD315
1-Feb-13,CD313
4-Feb-13,CD314
4-Feb-13,CD317
5-Feb-13,CD314
5-Feb-13,CD308
5-Feb-13,CD317
5-Feb-13,CD501
6-Feb-13,CD501
7-Feb-13,CD501
7-Feb-13,CD314
7-Feb-13,CD317
8-Feb-13,CD317
8-Feb-13,CD312
8-Feb-13,CD312
8-Feb-13,CD314
8-Feb-13,CD303
11-Feb-13,CD317
11-Feb-13,CD101
11-Feb-13,CD317
11-Feb-13,CD309
12-Feb-13,CD314
12-Feb-13,CD309
12-Feb-13,CD309
12-Feb-13,CD317
12-Feb-13,CD313
12-Feb-13,CD318
13-Feb-13,CD501
13-Feb-13,CD317
13-Feb-13,CD303
13-Feb-13,CD308
14-Feb-13,CD309
14-Feb-13,CD314
15-Feb-13,CD314
15-Feb-13,CD317
15-Feb-13,CD314
20-Feb-13,CD501
20-Feb-13,CD314
21-Feb-13,CD203
22-Feb-13,CD309
22-Feb-13,CD315
22-Feb-13,CD309
22-Feb-13,CD317
22-Feb-13,CD501
25-Feb-13,CD317
25-Feb-13,CD315
26-Feb-13,CD313
26-Feb-13,CD318
26-Feb-13,CD317
26-Feb-13,CD110
27-Feb-13,CD318
27-Feb-13,CD316
27-Feb-13,CD309
27-Feb-13,CD302
28-Feb-13,CD313
28-Feb-13,CD309
28-Feb-13,CD309
28-Feb-13,CD204
28-Feb-13,CD317
1-Mar-13,CD314
1-Mar-13,CD309
4-Mar-13,CD313
4-Mar-13,CD501
5-Mar-13,CD314
5-Mar-13,CD314
6-Mar-13,CD317
6-Mar-13,CD314
6-Mar-13,CD309
6-Mar-13,CD314
6-Mar-13,CD312
7-Mar-13,CD595
7-Mar-13,CD309
7-Mar-13,CD309
7-Mar-13,CD309
8-Mar-13,CD302
8-Mar-13,CD302
11-Mar-13,CD315
11-Mar-13,CD501
11-Mar-13,CD309
12-Mar-13,CD317
12-Mar-13,CD318
13-Mar-13,CD314
13-Mar-13,CD317
13-Mar-13,CD309
14-Mar-13,CD501
14-Mar-13,CD317
14-Mar-13,CD302
18-Mar-13,CD314
18-Mar-13,CD309
18-Mar-13,CD302
18-Mar-13,CD309
19-Mar-13,CD312
19-Mar-13,CD317
20-Mar-13,CD317
20-Mar-13,CD317
22-Mar-13,CD309
25-Mar-13,CD317
25-Mar-13,CD314
25-Mar-13,CD313
26-Mar-13,CD314
26-Mar-13,CD309
27-Mar-13,CD308
27-Mar-13,CD501
27-Mar-13,CD314
28-Mar-13,CD317
28-Mar-13,CD501
28-Mar-13,CD307
28-Mar-13,CD595
28-Mar-13,CD101
29-Mar-13,CD314
29-Mar-13,CD318
29-Mar-13,CD501
1-Apr-13,CD309
2-Apr-13,CD309
2-Apr-13,CD314
2-Apr-13,CD314
2-Apr-13,CD309
3-Apr-13,CD317
4-Apr-13,CD317
4-Apr-13,CD314
4-Apr-13,CD314
5-Apr-13,CD314
8-Apr-13,CD302
8-Apr-13,CD313
9-Apr-13,CD309
9-Apr-13,CD309
9-Apr-13,CD310
9-Apr-13,CD314
10-Apr-13,CD316
11-Apr-13,CD314
11-Apr-13,CD317
11-Apr-13,CD309
11-Apr-13,CD309
11-Apr-13,CD317
11-Apr-13,CD502
11-Apr-13,CD315
11-Apr-13,CD317
11-Apr-13,CD314
11-Apr-13,CD317
12-Apr-13,CD501
12-Apr-13,CD314
15-Apr-13,CD309
15-Apr-13,CD314
15-Apr-13,CD317
15-Apr-13,CD317
17-Apr-13,CD317
17-Apr-13,CD317
18-Apr-13,CD314
18-Apr-13,CD318
18-Apr-13,CD317
18-Apr-13,CD309
19-Apr-13,CD317
21-Apr-13,CD314
23-Apr-13,CD303
23-Apr-13,CD309
23-Apr-13,CD309
24-Apr-13,CD314
24-Apr-13,CD318
24-Apr-13,CD501
25-Apr-13,CD312
26-Apr-13,CD317
26-Apr-13,CD302
30-Apr-13,CD309
1-May-13,CD317
1-May-13,CD308
1-May-13,CD317
1-May-13,CD309
2-May-13,CD303
2-May-13,CD309
2-May-13,CD310
2-May-13,CD314
2-May-13,CD317
3-May-13,CD317
3-May-13,CD317
6-May-13,CD308
7-May-13,CD308
7-May-13,CD314
7-May-13,CD302
8-May-13,CD307
9-May-13,CD303
9-May-13,CD311
9-May-13,CD309
10-May-13,CD303
13-May-13,CD501
13-May-13,CD303
14-May-13,CD314
15-May-13,CD313
15-May-13,CD309
15-May-13,CD314
15-May-13,CD307
16-May-13,CD317
17-May-13,CD317
20-May-13,CD318
20-May-13,CD501
20-May-13,CD314
20-May-13,CD317
21-May-13,CD317
21-May-13,CD314
21-May-13,CD317
21-May-13,CD315
22-May-13,CD317
22-May-13,CDNA
22-May-13,CD314
22-May-13,CD317
23-May-13,CD302
23-May-13,CD314
28-May-13,CD308
28-May-13,CD312
29-May-13,CD303
29-May-13,CD317
29-May-13,CD303
29-May-13,CD317
29-May-13,CD317
29-May-13,CD317
30-May-13,CD309
30-May-13,CD315
30-May-13,CD314
30-May-13,CD314
30-May-13,CD317
30-May-13,CD317
30-May-13,CD317
31-May-13,CD314
31-May-13,CD317
31-May-13,CD316
3-Jun-13,CD309
3-Jun-13,CD314
3-Jun-13,CD306
4-Jun-13,CD318
4-Jun-13,CD317
4-Jun-13,CD309
5-Jun-13,CD313
5-Jun-13,CD309
5-Jun-13,CD312
6-Jun-13,CD309
6-Jun-13,CD317
6-Jun-13,CD317
7-Jun-13,CD318
7-Jun-13,CD312
7-Jun-13,CD318
7-Jun-13,CD309
10-Jun-13,CD309
10-Jun-13,CD314
10-Jun-13,CD312
11-Jun-13,CD501
11-Jun-13,CD314
11-Jun-13,CD317
12-Jun-13,CD309
12-Jun-13,CD314
13-Jun-13,CD309
13-Jun-13,CD302
14-Jun-13,CD317
14-Jun-13,CD309
14-Jun-13,CD314
17-Jun-13,CD317
17-Jun-13,CD317
18-Jun-13,CD309
18-Jun-13,CD317
19-Jun-13,CD317
19-Jun-13,CD313
19-Jun-13,CD318
19-Jun-13,CD302
25-Jun-13,CD317
25-Jun-13,CD314
26-Jun-13,CD314
28-Jun-13,CD311
28-Jun-13,CD317
28-Jun-13,CD317
1-Jul-13,CD314
1-Jul-13,CD313
1-Jul-13,CD314
2-Jul-13,CD310
2-Jul-13,CD314
2-Jul-13,CD317
2-Jul-13,CD302
2-Jul-13,CD317
3-Jul-13,CD313
3-Jul-13,CD314
3-Jul-13,CD314
3-Jul-13,CD501
8-Jul-13,CD501
8-Jul-13,CD309
8-Jul-13,CD318
8-Jul-13,CD501
8-Jul-13,CD318
8-Jul-13,CD303
9-Jul-13,CD595
10-Jul-13,CD317
11-Jul-13,CD501
12-Jul-13,CD309
12-Jul-13,CD314
12-Jul-13,CD314
12-Jul-13,CD302
15-Jul-13,CD501
15-Jul-13,CD315
15-Jul-13,CD501
15-Jul-13,CD302
16-Jul-13,CD317
16-Jul-13,CD309
16-Jul-13,CD314
17-Jul-13,CD501
17-Jul-13,CD309
17-Jul-13,CD309
18-Jul-13,CD314
18-Jul-13,CD317
18-Jul-13,CD501
18-Jul-13,CD314
19-Jul-13,CD317
19-Jul-13,CD317
19-Jul-13,CD312
22-Jul-13,CD309
22-Jul-13,CD317
22-Jul-13,CD314
23-Jul-13,CD314
23-Jul-13,CD311
23-Jul-13,CD314
23-Jul-13,CD314
24-Jul-13,CD317
25-Jul-13,CD314
25-Jul-13,CD317
26-Jul-13,CD313
26-Jul-13,CD314
29-Jul-13,CD501
29-Jul-13,CD314
30-Jul-13,CD317
30-Jul-13,CD302
31-Jul-13,CD302
31-Jul-13,CD315
31-Jul-13,CD409
31-Jul-13,CD314
1-Aug-13,CD501
1-Aug-13,CD314
2-Aug-13,CD314
2-Aug-13,CD303
5-Aug-13,CD317
5-Aug-13,CD302
5-Aug-13,CD314
6-Aug-13,CD310
6-Aug-13,CD317
7-Aug-13,CD310
7-Aug-13,CD316
7-Aug-13,CD501
7-Aug-13,CD317
7-Aug-13,CD501
8-Aug-13,CD317
8-Aug-13,CD314
9-Aug-13,CD317
13-Aug-13,CD314
14-Aug-13,CD317
14-Aug-13,CD317
14-Aug-13,CD317
15-Aug-13,CD317
15-Aug-13,CD317
16-Aug-13,CD302
16-Aug-13,CD317
16-Aug-13,CD309
16-Aug-13,CD313
19-Aug-13,CD314
19-Aug-13,CD314
19-Aug-13,CD309
19-Aug-13,CD317
19-Aug-13,CD317
20-Aug-13,CD310
20-Aug-13,CD309
20-Aug-13,CD309
21-Aug-13,CD317
21-Aug-13,CD309
22-Aug-13,CD314
22-Aug-13,CD309
22-Aug-13,CD314
23-Aug-13,CD309
23-Aug-13,CD309
23-Aug-13,CD311
26-Aug-13,CD309
26-Aug-13,CD314
26-Aug-13,CD314
27-Aug-13,CD317
28-Aug-13,CD317
28-Aug-13,CD314
28-Aug-13,CD309
28-Aug-13,CD309
29-Aug-13,CD314
29-Aug-13,CD309
29-Aug-13,CD302
3-Sep-13,CD317
4-Sep-13,CD309
4-Sep-13,CD317
4-Sep-13,CD316
4-Sep-13,CD309
5-Sep-13,CD317
5-Sep-13,CD317
6-Sep-13,CD318
6-Sep-13,CD309
6-Sep-13,CD318
6-Sep-13,CD501
9-Sep-13,CD314
9-Sep-13,CD317
9-Sep-13,CD303
10-Sep-13,CD316
11-Sep-13,CD314
11-Sep-13,CD309
11-Sep-13,CD317
11-Sep-13,CD317
11-Sep-13,CD501
12-Sep-13,CD317
12-Sep-13,CD306
12-Sep-13,CD309
13-Sep-13,CD308
13-Sep-13,CD310
16-Sep-13,CD317
16-Sep-13,CD501
16-Sep-13,CD501
16-Sep-13,CD314
17-Sep-13,CD318
17-Sep-13,CD317
17-Sep-13,CD309
17-Sep-13,CD314
17-Sep-13,CD302
17-Sep-13,CD309
18-Sep-13,CD313
18-Sep-13,CD302
18-Sep-13,CD313
18-Sep-13,CD318
19-Sep-13,CD309
19-Sep-13,CD315
19-Sep-13,CD302
19-Sep-13,CD317
20-Sep-13,CD314
23-Sep-13,CD309
23-Sep-13,CD309
23-Sep-13,CD501
23-Sep-13,CD317
23-Sep-13,CD501
24-Sep-13,CD501
24-Sep-13,CD302
24-Sep-13,CD501
25-Sep-13,CD317
25-Sep-13,CD317
26-Sep-13,CD314
27-Sep-13,CD309
27-Sep-13,CD302
27-Sep-13,CD317
27-Sep-13,CD317
27-Sep-13,CD309
30-Sep-13,CD314
30-Sep-13,CD309
1-Oct-13,CD314
2-Oct-13,CD316
3-Oct-13,CD313
3-Oct-13,CD501
4-Oct-13,CD309
4-Oct-13,CD317
7-Oct-13,CD313
7-Oct-13,CD317
7-Oct-13,CD309
8-Oct-13,CD302
8-Oct-13,CD317
8-Oct-13,CD317
9-Oct-13,CD315
9-Oct-13,CD501
9-Oct-13,CD309
9-Oct-13,CD309
10-Oct-13,CD317
10-Oct-13,CD314
10-Oct-13,CD317
11-Oct-13,CD317
11-Oct-13,CD318
11-Oct-13,CD309
11-Oct-13,CD309
15-Oct-13,CD402
15-Oct-13,CD314
15-Oct-13,CD302
15-Oct-13,CD309
16-Oct-13,CD318
17-Oct-13,CD314
18-Oct-13,CD313
21-Oct-13,CD317
21-Oct-13,CD314
21-Oct-13,CD309
22-Oct-13,CD309
23-Oct-13,CD317
23-Oct-13,CD309
23-Oct-13,CD314
23-Oct-13,CD313
24-Oct-13,CD309
24-Oct-13,CD314
24-Oct-13,CD318
25-Oct-13,CD318
25-Oct-13,CD317
25-Oct-13,CD317
28-Oct-13,CD314
29-Oct-13,CD317
29-Oct-13,CD309
29-Oct-13,CD317
29-Oct-13,CD312
30-Oct-13,CD314
31-Oct-13,CD317
31-Oct-13,CD314
31-Oct-13,CD309
1-Nov-13,CD314
1-Nov-13,CD314
1-Nov-13,CD314
1-Nov-13,CD101
1-Nov-13,CD314
4-Nov-13,CD314
4-Nov-13,CD317
4-Nov-13,CD309
5-Nov-13,CD317
5-Nov-13,CD313
5-Nov-13,CD314
6-Nov-13,CD314
6-Nov-13,CD303
7-Nov-13,CD317
7-Nov-13,CD314
7-Nov-13,CD314
8-Nov-13,CD302
11-Nov-13,CD303
11-Nov-13,CD309
12-Nov-13,CD317
12-Nov-13,CD317
14-Nov-13,CD311
14-Nov-13,CD309
14-Nov-13,CD314
15-Nov-13,CD314
18-Nov-13,CD303
18-Nov-13,CD317
19-Nov-13,CD314
21-Nov-13,CD314
21-Nov-13,CD314
21-Nov-13,CD318
21-Nov-13,CD313
21-Nov-13,CD314
21-Nov-13,CD318
21-Nov-13,CD312
21-Nov-13,CD314
21-Nov-13,CD309
22-Nov-13,CD309
25-Nov-13,CD318
25-Nov-13,CD309
25-Nov-13,CD303
25-Nov-13,CD317
26-Nov-13,CD308
26-Nov-13,CD317
27-Nov-13,CD308
2-Dec-13,CD303
3-Dec-13,CD314
4-Dec-13,CD307
4-Dec-13,CD501
5-Dec-13,CD314
6-Dec-13,CD302
6-Dec-13,CD503
9-Dec-13,CD314
9-Dec-13,CD314
10-Dec-13,CD317
11-Dec-13,CD318
11-Dec-13,CD501
11-Dec-13,CD303
12-Dec-13,CD317
12-Dec-13,CD302
12-Dec-13,CD316
12-Dec-13,CD302
12-Dec-13,CD302
16-Dec-13,CD314
16-Dec-13,CD309
17-Dec-13,CD309
17-Dec-13,CD309
18-Dec-13,CD309
18-Dec-13,CD317
18-Dec-13,CD314
19-Dec-13,CD312
19-Dec-13,CD317
19-Dec-13,CD314
20-Dec-13,CD317
20-Dec-13,CD309
23-Dec-13,CD501
23-Dec-13,CD314
26-Dec-13,CD316
26-Dec-13,CD318
26-Dec-13,CD309
26-Dec-13,CD317
30-Dec-13,CD317
30-Dec-13,CD310
30-Dec-13,CD314
6-Jan-14,CD303
6-Jan-14,CD303
7-Jan-14,CD318
7-Jan-14,CD303
7-Jan-14,CD314
8-Jan-14,CD314
9-Jan-14,CD317
9-Jan-14,CD309
9-Jan-14,CD317
9-Jan-14,CD501
9-Jan-14,CD317
9-Jan-14,CD501
10-Jan-14,CD318
10-Jan-14,CD314
13-Jan-14,CD302
13-Jan-14,CD317
13-Jan-14,CD303
13-Jan-14,CD308
14-Jan-14,CD315
14-Jan-14,CD313
14-Jan-14,CD309
16-Jan-14,CD312
16-Jan-14,CD317
17-Jan-14,CD501
17-Jan-14,CD314
17-Jan-14,CD314
21-Jan-14,CD303
22-Jan-14,CD502
22-Jan-14,CD303
23-Jan-14,CD501
23-Jan-14,CD314
23-Jan-14,CD311
23-Jan-14,CD309
23-Jan-14,CD316
24-Jan-14,CD314
24-Jan-14,CD314
24-Jan-14,CD314
24-Jan-14,CD314
24-Jan-14,CD309
27-Jan-14,CD309
27-Jan-14,CD313
27-Jan-14,CD303
27-Jan-14,CD302
27-Jan-14,CD314
27-Jan-14,CD502
27-Jan-14,CD313
27-Jan-14,CD313
27-Jan-14,CD309
