Date,CD
21-Oct-13,CD414
21-Oct-13,CD412
21-Oct-13,CD405
21-Oct-13,CD414
21-Oct-13,CD404
21-Oct-13,CD414
22-Oct-13,CD410
22-Oct-13,CD412
22-Oct-13,CD412
22-Oct-13,CD414
22-Oct-13,CD413
22-Oct-13,CD414
22-Oct-13,CD414
22-Oct-13,CD414
22-Oct-13,CD404
23-Oct-13,CD410
23-Oct-13,CD414
23-Oct-13,CD412
23-Oct-13,CD414
23-Oct-13,CD413
23-Oct-13,CD413
23-Oct-13,CD412
24-Oct-13,CD412
24-Oct-13,CD414
24-Oct-13,CD404
24-Oct-13,CD405
24-Oct-13,CD408
24-Oct-13,CD412
24-Oct-13,CD409
24-Oct-13,CD413
25-Oct-13,CD410
25-Oct-13,CD412
25-Oct-13,CD413
25-Oct-13,CD410
25-Oct-13,CD414
25-Oct-13,CD401
28-Oct-13,CD401
28-Oct-13,CD304
28-Oct-13,CD406
28-Oct-13,CD409
28-Oct-13,CD413
28-Oct-13,CD414
28-Oct-13,CD401
28-Oct-13,CD414
28-Oct-13,CD413
29-Oct-13,CD409
29-Oct-13,CD410
29-Oct-13,CD404
29-Oct-13,CD401
29-Oct-13,CD404
30-Oct-13,CD403
30-Oct-13,CD412
30-Oct-13,CD409
31-Oct-13,CD403
31-Oct-13,CD414
31-Oct-13,CD409
31-Oct-13,CD409
31-Oct-13,CD404
1-Nov-13,CD309
1-Nov-13,CD412
1-Nov-13,CD414
1-Nov-13,CD414
4-Nov-13,CD412
4-Nov-13,CD410
5-Nov-13,CD414
5-Nov-13,CD101
5-Nov-13,CD414
5-Nov-13,CD412
5-Nov-13,CD405
6-Nov-13,CD414
6-Nov-13,CD401
6-Nov-13,CD413
6-Nov-13,CD404
6-Nov-13,CD414
6-Nov-13,CD412
6-Nov-13,CD413
7-Nov-13,CD410
7-Nov-13,CD405
7-Nov-13,CD403
7-Nov-13,CD412
8-Nov-13,CD403
8-Nov-13,CD409
8-Nov-13,CD401
8-Nov-13,CD401
8-Nov-13,CD409
8-Nov-13,CD413
8-Nov-13,CD408
11-Nov-13,CD413
11-Nov-13,CD410
11-Nov-13,CD412
11-Nov-13,CD412
12-Nov-13,CD401
12-Nov-13,CD405
12-Nov-13,CD302
12-Nov-13,CD404
12-Nov-13,CD412
12-Nov-13,CD401
12-Nov-13,CD414
13-Nov-13,CD414
13-Nov-13,CD108
13-Nov-13,CD412
13-Nov-13,CD413
14-Nov-13,CD410
14-Nov-13,CD409
14-Nov-13,CD401
14-Nov-13,CD412
15-Nov-13,CD412
15-Nov-13,CD409
15-Nov-13,CD414
15-Nov-13,CD404
15-Nov-13,CD412
18-Nov-13,CD410
18-Nov-13,CD413
18-Nov-13,CD405
18-Nov-13,CD401
18-Nov-13,CD410
18-Nov-13,CD413
19-Nov-13,CD409
19-Nov-13,CD408
19-Nov-13,CD414
19-Nov-13,CD414
19-Nov-13,CD403
20-Nov-13,CD408
20-Nov-13,CD412
20-Nov-13,CD414
20-Nov-13,CD412
20-Nov-13,CD413
20-Nov-13,CD414
20-Nov-13,CD412
20-Nov-13,CD412
20-Nov-13,CD414
21-Nov-13,CD408
21-Nov-13,CD413
21-Nov-13,CD401
21-Nov-13,CD414
21-Nov-13,CD414
22-Nov-13,CD103
22-Nov-13,CD413
25-Nov-13,CD401
25-Nov-13,CD414
25-Nov-13,CD309
25-Nov-13,CD412
25-Nov-13,CD414
25-Nov-13,CD414
26-Nov-13,CD414
26-Nov-13,CD408
26-Nov-13,CD414
26-Nov-13,CD413
26-Nov-13,CD412
26-Nov-13,CD401
26-Nov-13,CD401
27-Nov-13,CD413
27-Nov-13,CD409
2-Dec-13,CD412
2-Dec-13,CD413
2-Dec-13,CD414
2-Dec-13,CD412
2-Dec-13,CD404
2-Dec-13,CD413
2-Dec-13,CD207
3-Dec-13,CD412
3-Dec-13,CD414
3-Dec-13,CD410
4-Dec-13,CD412
4-Dec-13,CD414
4-Dec-13,CD414
4-Dec-13,CD414
5-Dec-13,CD412
5-Dec-13,CD414
5-Dec-13,CD407
5-Dec-13,CD414
5-Dec-13,CD318
5-Dec-13,CD414
5-Dec-13,CD414
9-Dec-13,CD401
9-Dec-13,CD413
9-Dec-13,CD414
9-Dec-13,CD414
9-Dec-13,CD409
9-Dec-13,CD413
9-Dec-13,CD405
9-Dec-13,CD405
9-Dec-13,CD412
10-Dec-13,CD414
10-Dec-13,CD402
10-Dec-13,CD405
11-Dec-13,CD414
11-Dec-13,CD407
12-Dec-13,CD409
12-Dec-13,CD412
13-Dec-13,CD413
13-Dec-13,CD414
13-Dec-13,CD412
16-Dec-13,CD412
16-Dec-13,CD401
16-Dec-13,CD414
17-Dec-13,CD407
17-Dec-13,CD414
18-Dec-13,CD414
18-Dec-13,CD413
19-Dec-13,CD409
19-Dec-13,CD413
19-Dec-13,CD413
19-Dec-13,CD304
19-Dec-13,CD414
20-Dec-13,CD413
23-Dec-13,CD412
23-Dec-13,CD411
27-Dec-13,CD412
27-Dec-13,CD413
30-Dec-13,CD414
30-Dec-13,CD408
30-Dec-13,CD412
31-Dec-13,CD412
2-Jan-14,CD409
2-Jan-14,CD405
2-Jan-14,CD414
2-Jan-14,CD409
6-Jan-14,CD412
6-Jan-14,CD412
6-Jan-14,CD412
6-Jan-14,CD412
7-Jan-14,CD412
7-Jan-14,CD412
7-Jan-14,CD414
7-Jan-14,CD404
8-Jan-14,CD409
8-Jan-14,CD410
9-Jan-14,CD407
9-Jan-14,CD404
9-Jan-14,CD412
9-Jan-14,CD401
9-Jan-14,CD413
9-Jan-14,CD412
10-Jan-14,CD404
10-Jan-14,CD412
10-Jan-14,CD412
13-Jan-14,CD403
13-Jan-14,CD414
13-Jan-14,CD414
13-Jan-14,CD405
13-Jan-14,CD412
13-Jan-14,CD412
13-Jan-14,CD410
13-Jan-14,CD410
13-Jan-14,CD412
14-Jan-14,CD401
14-Jan-14,CD409
14-Jan-14,CD414
14-Jan-14,CD414
14-Jan-14,CD413
15-Jan-14,CD410
15-Jan-14,CD414
15-Jan-14,CD404
16-Jan-14,CD408
16-Jan-14,CD412
16-Jan-14,CD412
16-Jan-14,CD412
16-Jan-14,CD409
16-Jan-14,CD412
16-Jan-14,CD414
17-Jan-14,CD401
17-Jan-14,CD412
17-Jan-14,CD412
17-Jan-14,CD408
17-Jan-14,CD401
17-Jan-14,CD412
17-Jan-14,CD414
21-Jan-14,CD412
21-Jan-14,CD408
21-Jan-14,CD410
21-Jan-14,CD412
22-Jan-14,CD413
23-Jan-14,CD414
23-Jan-14,CD414
23-Jan-14,CD408
24-Jan-14,CD402
24-Jan-14,CD414
24-Jan-14,CD205
24-Jan-14,CD101
24-Jan-14,CD414
24-Jan-14,CD414
27-Jan-14,CD412
27-Jan-14,CD405
27-Jan-14,CD409
27-Jan-14,CD414
28-Jan-14,CD414
28-Jan-14,CD413
28-Jan-14,CD412
28-Jan-14,CD413
28-Jan-14,CD412
28-Jan-14,CD412
28-Jan-14,CD412
29-Jan-14,CD414
29-Jan-14,CD413
29-Jan-14,CD412
29-Jan-14,CD413
29-Jan-14,CD401
29-Jan-14,CD412
29-Jan-14,CD413
29-Jan-14,CD412
30-Jan-14,CD409
30-Jan-14,CD412
30-Jan-14,CD410
30-Jan-14,CD406
31-Jan-14,CD412
31-Jan-14,CD402
31-Jan-14,CD202
31-Jan-14,CD408
31-Jan-14,CD412
31-Jan-14,CD412
3-Feb-14,CD412
3-Feb-14,CD413
3-Feb-14,CD403
4-Feb-14,CD412
4-Feb-14,CD409
4-Feb-14,CD407
5-Feb-14,CD102
5-Feb-14,CD412
5-Feb-14,CD412
6-Feb-14,CD414
6-Feb-14,CD414
6-Feb-14,CD412
6-Feb-14,CD409
6-Feb-14,CD414
6-Feb-14,CD110
7-Feb-14,CD305
7-Feb-14,CD413
7-Feb-14,CD414
7-Feb-14,CD409
7-Feb-14,CD412
7-Feb-14,CD409
10-Feb-14,CD410
10-Feb-14,CD401
10-Feb-14,CD414
10-Feb-14,CD414
10-Feb-14,CD405
10-Feb-14,CD403
11-Feb-14,CD408
11-Feb-14,CD412
11-Feb-14,CD412
11-Feb-14,CD414
11-Feb-14,CD412
11-Feb-14,CD413
11-Feb-14,CD414
11-Feb-14,CD414
12-Feb-14,CD410
12-Feb-14,CD404
12-Feb-14,CD404
12-Feb-14,CD403
12-Feb-14,CD408
12-Feb-14,CD412
12-Feb-14,CD407
14-Feb-14,CD414
14-Feb-14,CD401
14-Feb-14,CD414
18-Feb-14,CD414
18-Feb-14,CD410
18-Feb-14,CD412
18-Feb-14,CD412
18-Feb-14,CD412
19-Feb-14,CD412
19-Feb-14,CD412
19-Feb-14,CD412
20-Feb-14,CD403
20-Feb-14,CD404
20-Feb-14,CD412
20-Feb-14,CD414
20-Feb-14,CD414
21-Feb-14,CD406
21-Feb-14,CD414
21-Feb-14,CD414
21-Feb-14,CD405
21-Feb-14,CD404
21-Feb-14,CD403
21-Feb-14,CD414
21-Feb-14,CD414
21-Feb-14,CD412
21-Feb-14,CD414
24-Feb-14,CD405
24-Feb-14,CD414
24-Feb-14,CD410
24-Feb-14,CD413
24-Feb-14,CD414
24-Feb-14,CD412
24-Feb-14,CD412
25-Feb-14,CD414
25-Feb-14,CD412
25-Feb-14,CD413
25-Feb-14,CD412
25-Feb-14,CD413
26-Feb-14,CD409
26-Feb-14,CD412
26-Feb-14,CD412
26-Feb-14,CD412
26-Feb-14,CD407
26-Feb-14,CD405
26-Feb-14,CD405
26-Feb-14,CD407
26-Feb-14,CD408
27-Feb-14,CD412
27-Feb-14,CD412
27-Feb-14,CD402
27-Feb-14,CD405
28-Feb-14,CD401
28-Feb-14,CD410
28-Feb-14,CD412
28-Feb-14,CD414
3-Mar-14,CD413
3-Mar-14,CD409
3-Mar-14,CD412
3-Mar-14,CD405
3-Mar-14,CD412
4-Mar-14,CD407
4-Mar-14,CD414
4-Mar-14,CD401
5-Mar-14,CD412
5-Mar-14,CD413
5-Mar-14,CD412
5-Mar-14,CD412
6-Mar-14,CD414
6-Mar-14,CD403
6-Mar-14,CD401
6-Mar-14,CD412
6-Mar-14,CD412
6-Mar-14,CD414
7-Mar-14,CD412
7-Mar-14,CD412
7-Mar-14,CD412
7-Mar-14,CD404
10-Mar-14,CD413
10-Mar-14,CD414
10-Mar-14,CD414
10-Mar-14,CD404
10-Mar-14,CD412
11-Mar-14,CD404
11-Mar-14,CD412
11-Mar-14,CD412
11-Mar-14,CD409
11-Mar-14,CD412
11-Mar-14,CD403
11-Mar-14,CD409
11-Mar-14,CD412
12-Mar-14,CD413
12-Mar-14,CD413
12-Mar-14,CD414
13-Mar-14,CD401
13-Mar-14,CD413
13-Mar-14,CD408
13-Mar-14,CD412
14-Mar-14,CD413
14-Mar-14,CD412
17-Mar-14,CD414
17-Mar-14,CD414
17-Mar-14,CD405
17-Mar-14,CD414
18-Mar-14,CD412
18-Mar-14,CD409
18-Mar-14,CD404
18-Mar-14,CD413
18-Mar-14,CD412
18-Mar-14,CD412
19-Mar-14,CD309
19-Mar-14,CD414
19-Mar-14,CD414
20-Mar-14,CD413
20-Mar-14,CD412
20-Mar-14,CD413
20-Mar-14,CD401
20-Mar-14,CD409
20-Mar-14,CD412
20-Mar-14,CD412
20-Mar-14,CD401
21-Mar-14,CD403
21-Mar-14,CD414
21-Mar-14,CD408
21-Mar-14,CD410
21-Mar-14,CD412
21-Mar-14,CD405
21-Mar-14,CD414
24-Mar-14,CD412
24-Mar-14,CD405
24-Mar-14,CD309
24-Mar-14,CD414
24-Mar-14,CD414
24-Mar-14,CD412
25-Mar-14,CD410
25-Mar-14,CD414
25-Mar-14,CD412
26-Mar-14,CD414
26-Mar-14,CD412
26-Mar-14,CD411
26-Mar-14,CDNA
26-Mar-14,CD409
27-Mar-14,CD413
27-Mar-14,CD414
27-Mar-14,CD409
28-Mar-14,CD407
28-Mar-14,CD409
28-Mar-14,CD414
28-Mar-14,CD414
28-Mar-14,CD412
31-Mar-14,CD412
31-Mar-14,CD412
31-Mar-14,CD408
31-Mar-14,CD414
31-Mar-14,CD403
1-Apr-14,CD405
1-Apr-14,CD414
1-Apr-14,CD412
1-Apr-14,CD414
2-Apr-14,CD409
2-Apr-14,CD404
2-Apr-14,CD406
2-Apr-14,CD408
2-Apr-14,CD412
2-Apr-14,CD412
2-Apr-14,CD412
3-Apr-14,CD412
3-Apr-14,CD410
3-Apr-14,CD401
3-Apr-14,CD412
3-Apr-14,CD413
4-Apr-14,CD410
4-Apr-14,CD412
4-Apr-14,CD414
4-Apr-14,CD414
4-Apr-14,CD413
4-Apr-14,CD410
4-Apr-14,CD412
4-Apr-14,CD414
4-Apr-14,CD409
4-Apr-14,CD412
7-Apr-14,CD407
7-Apr-14,CD412
8-Apr-14,CD412
9-Apr-14,CD401
9-Apr-14,CD412
10-Apr-14,CD412
11-Apr-14,CD412
1-Jan-13,CD305
2-Jan-13,CD318
2-Jan-13,CD204
2-Jan-13,CD305
2-Jan-13,CD305
3-Jan-13,CD316
3-Jan-13,CD316
3-Jan-13,CD316
4-Jan-13,CD305
4-Jan-13,CD316
4-Jan-13,CD316
4-Jan-13,CD316
4-Jan-13,CD305
7-Jan-13,CD305
7-Jan-13,CD305
7-Jan-13,CD318
7-Jan-13,CD305
7-Jan-13,CD318
7-Jan-13,CD318
7-Jan-13,CD305
7-Jan-13,CD316
7-Jan-13,CD314
7-Jan-13,CD305
7-Jan-13,CD318
7-Jan-13,CD305
7-Jan-13,CD305
7-Jan-13,CD305
8-Jan-13,CD316
8-Jan-13,CD305
8-Jan-13,CD318
8-Jan-13,CD316
8-Jan-13,CD305
8-Jan-13,CD316
8-Jan-13,CD305
8-Jan-13,CD305
8-Jan-13,CD316
9-Jan-13,CD316
9-Jan-13,CD318
9-Jan-13,CD316
9-Jan-13,CD316
9-Jan-13,CD316
9-Jan-13,CD305
9-Jan-13,CD316
9-Jan-13,CD305
9-Jan-13,CD305
9-Jan-13,CD305
9-Jan-13,CD318
9-Jan-13,CD305
9-Jan-13,CD316
9-Jan-13,CD305
9-Jan-13,CD318
9-Jan-13,CD305
10-Jan-13,CD316
10-Jan-13,CD318
10-Jan-13,CD316
10-Jan-13,CD318
10-Jan-13,CD316
10-Jan-13,CD316
10-Jan-13,CD305
10-Jan-13,CD316
10-Jan-13,CD314
10-Jan-13,CD305
10-Jan-13,CD316
10-Jan-13,CD316
10-Jan-13,CD305
10-Jan-13,CD318
10-Jan-13,CD318
10-Jan-13,CD318
10-Jan-13,CD317
10-Jan-13,CD318
10-Jan-13,CD318
10-Jan-13,CD305
10-Jan-13,CD305
10-Jan-13,CD316
10-Jan-13,CD305
10-Jan-13,CD305
11-Jan-13,CD316
11-Jan-13,CD318
11-Jan-13,CD318
11-Jan-13,CD305
11-Jan-13,CD318
11-Jan-13,CD318
11-Jan-13,CD318
11-Jan-13,CD316
11-Jan-13,CD204
11-Jan-13,CD318
14-Jan-13,CD318
14-Jan-13,CD305
14-Jan-13,CD305
14-Jan-13,CD318
15-Jan-13,CD305
15-Jan-13,CD316
15-Jan-13,CD316
15-Jan-13,CD305
15-Jan-13,CD318
16-Jan-13,CD316
16-Jan-13,CD412
17-Jan-13,CD305
17-Jan-13,CD316
17-Jan-13,CD305
17-Jan-13,CD305
18-Jan-13,CD305
22-Jan-13,CD305
22-Jan-13,CD305
22-Jan-13,CD305
22-Jan-13,CD316
22-Jan-13,CD305
23-Jan-13,CD318
23-Jan-13,CD305
23-Jan-13,CD316
24-Jan-13,CD305
28-Jan-13,CD305
28-Jan-13,CD305
28-Jan-13,CD305
29-Jan-13,CDNA
30-Jan-13,CD316
31-Jan-13,CD316
4-Feb-13,CD316
4-Feb-13,CD305
4-Feb-13,CD316
7-Feb-13,CD305
8-Feb-13,CD316
19-Feb-13,CD316
19-Feb-13,CD305
19-Feb-13,CD305
20-Feb-13,CD305
21-Feb-13,CD318
22-Feb-13,CD305
22-Feb-13,CD303
22-Feb-13,CD305
25-Feb-13,CD316
1-Mar-13,CD316
1-Mar-13,CD316
1-Mar-13,CD305
4-Mar-13,CD305
4-Mar-13,CD305
4-Mar-13,CD318
4-Mar-13,CD316
5-Mar-13,CD305
5-Mar-13,CD318
5-Mar-13,CD316
6-Mar-13,CD316
6-Mar-13,CD305
7-Mar-13,CD316
7-Mar-13,CD318
7-Mar-13,CD305
7-Mar-13,CD314
7-Mar-13,CD318
11-Mar-13,CD318
11-Mar-13,CD316
12-Mar-13,CD302
13-Mar-13,CD316
13-Mar-13,CD316
13-Mar-13,CD316
14-Mar-13,CD305
14-Mar-13,CD316
14-Mar-13,CD316
14-Mar-13,CD316
15-Mar-13,CD305
18-Mar-13,CD305
19-Mar-13,CD305
19-Mar-13,CD305
20-Mar-13,CD305
21-Mar-13,CD303
22-Mar-13,CD305
22-Mar-13,CD305
25-Mar-13,CD314
27-Mar-13,CD316
3-Apr-13,CD316
3-Apr-13,CD316
5-Apr-13,CD316
5-Apr-13,CD305
8-Apr-13,CD316
8-Apr-13,CD305
8-Apr-13,CD316
9-Apr-13,CD316
9-Apr-13,CD305
10-Apr-13,CD305
11-Apr-13,CD305
11-Apr-13,CD316
11-Apr-13,CD305
11-Apr-13,CD316
12-Apr-13,CD318
12-Apr-13,CD305
12-Apr-13,CD305
15-Apr-13,CD316
15-Apr-13,CD305
16-Apr-13,CD305
16-Apr-13,CD305
17-Apr-13,CD305
17-Apr-13,CD303
17-Apr-13,CD316
17-Apr-13,CD318
17-Apr-13,CD305
17-Apr-13,CD316
17-Apr-13,CD305
18-Apr-13,CD316
18-Apr-13,CD316
18-Apr-13,CD316
18-Apr-13,CD318
19-Apr-13,CD305
19-Apr-13,CD305
19-Apr-13,CD316
23-Apr-13,CD305
23-Apr-13,CD316
23-Apr-13,CD203
24-Apr-13,CD318
24-Apr-13,CD305
24-Apr-13,CD316
25-Apr-13,CD305
25-Apr-13,CD305
25-Apr-13,CD318
29-Apr-13,CD316
29-Apr-13,CD316
29-Apr-13,CD318
29-Apr-13,CD318
30-Apr-13,CD304
30-Apr-13,CD318
30-Apr-13,CD412
30-Apr-13,CDNA
1-May-13,CD305
1-May-13,CD305
2-May-13,CD305
2-May-13,CD305
2-May-13,CD305
3-May-13,CD316
3-May-13,CD316
3-May-13,CD316
3-May-13,CD316
6-May-13,CD318
6-May-13,CD305
6-May-13,CD316
7-May-13,CD316
8-May-13,CD305
8-May-13,CD316
9-May-13,CD305
9-May-13,CD316
10-May-13,CD305
10-May-13,CD316
13-May-13,CD305
13-May-13,CD316
16-May-13,CD305
16-May-13,CD317
17-May-13,CD305
20-May-13,CD316
20-May-13,CDNA
20-May-13,CD318
20-May-13,CD316
22-May-13,CD316
22-May-13,CD305
22-May-13,CD316
22-May-13,CD305
22-May-13,CD410
23-May-13,CD309
23-May-13,CD316
23-May-13,CD316
23-May-13,CD318
24-May-13,CD318
24-May-13,CD305
24-May-13,CD316
24-May-13,CD314
28-May-13,CD316
28-May-13,CD316
29-May-13,CDNA
29-May-13,CD305
29-May-13,CD305
29-May-13,CD317
29-May-13,CD305
29-May-13,CD318
30-May-13,CD316
30-May-13,CD318
30-May-13,CD316
31-May-13,CD305
31-May-13,CD305
31-May-13,CD305
3-Jun-13,CD316
3-Jun-13,CD316
3-Jun-13,CD316
3-Jun-13,CD305
4-Jun-13,CD305
4-Jun-13,CD305
4-Jun-13,CD316
4-Jun-13,CD305
4-Jun-13,CD305
5-Jun-13,CD305
5-Jun-13,CD316
5-Jun-13,CD308
5-Jun-13,CD316
5-Jun-13,CD305
6-Jun-13,CD316
6-Jun-13,CD316
6-Jun-13,CD318
7-Jun-13,CD305
7-Jun-13,CD316
7-Jun-13,CD305
7-Jun-13,CD316
11-Jun-13,CD305
11-Jun-13,CD305
11-Jun-13,CD305
11-Jun-13,CD316
11-Jun-13,CD305
12-Jun-13,CD305
12-Jun-13,CD316
12-Jun-13,CD305
13-Jun-13,CD318
13-Jun-13,CD318
14-Jun-13,CD305
14-Jun-13,CD305
14-Jun-13,CD316
14-Jun-13,CD305
17-Jun-13,CD318
17-Jun-13,CD318
17-Jun-13,CD316
17-Jun-13,CD305
18-Jun-13,CD305
18-Jun-13,CD318
18-Jun-13,CD305
18-Jun-13,CD316
18-Jun-13,CD309
18-Jun-13,CD318
19-Jun-13,CD316
19-Jun-13,CD305
20-Jun-13,CD316
20-Jun-13,CD305
20-Jun-13,CD316
20-Jun-13,CD316
21-Jun-13,CD305
21-Jun-13,CD316
24-Jun-13,CD305
24-Jun-13,CD316
25-Jun-13,CD318
25-Jun-13,CD305
25-Jun-13,CD305
26-Jun-13,CD305
26-Jun-13,CD305
26-Jun-13,CD305
26-Jun-13,CD305
26-Jun-13,CD316
27-Jun-13,CD305
27-Jun-13,CD316
27-Jun-13,CD316
27-Jun-13,CD305
27-Jun-13,CD305
28-Jun-13,CD316
1-Jul-13,CD318
1-Jul-13,CD305
1-Jul-13,CD305
1-Jul-13,CD316
1-Jul-13,CD316
1-Jul-13,CD305
2-Jul-13,CD202
2-Jul-13,CD314
2-Jul-13,CD305
3-Jul-13,CD302
3-Jul-13,CD318
8-Jul-13,CD316
8-Jul-13,CDNA
8-Jul-13,CD305
8-Jul-13,CD316
9-Jul-13,CD305
9-Jul-13,CD305
10-Jul-13,CD316
10-Jul-13,CD318
10-Jul-13,CD305
10-Jul-13,CD305
10-Jul-13,CD316
12-Jul-13,CD305
15-Jul-13,CD316
15-Jul-13,CD316
15-Jul-13,CD316
16-Jul-13,CD305
16-Jul-13,CD318
16-Jul-13,CD305
17-Jul-13,CD305
18-Jul-13,CD318
19-Jul-13,CD305
19-Jul-13,CD316
19-Jul-13,CD305
19-Jul-13,CD305
19-Jul-13,CD316
31-Jul-13,CD316
1-Aug-13,CD305
5-Aug-13,CD305
5-Aug-13,CD316
8-Aug-13,CD305
9-Aug-13,CD305
12-Aug-13,CD318
12-Aug-13,CD305
12-Aug-13,CD305
13-Aug-13,CD305
14-Aug-13,CD305
14-Aug-13,CD305
14-Aug-13,CD305
14-Aug-13,CD305
15-Aug-13,CD305
15-Aug-13,CD316
15-Aug-13,CD316
16-Aug-13,CD305
19-Aug-13,CD316
19-Aug-13,CD305
19-Aug-13,CD316
21-Aug-13,CD305
21-Aug-13,CD316
21-Aug-13,CD318
22-Aug-13,CD316
26-Aug-13,CD305
26-Aug-13,CD316
26-Aug-13,CD316
26-Aug-13,CD305
27-Aug-13,CD316
27-Aug-13,CD316
28-Aug-13,CD305
28-Aug-13,CD305
29-Aug-13,CD316
30-Aug-13,CD316
30-Aug-13,CD316
30-Aug-13,CD305
3-Sep-13,CD316
3-Sep-13,CD305
3-Sep-13,CD316
4-Sep-13,CD316
4-Sep-13,CD316
5-Sep-13,CD305
5-Sep-13,CD318
6-Sep-13,CD305
6-Sep-13,CD316
6-Sep-13,CD318
6-Sep-13,CD305
6-Sep-13,CD316
6-Sep-13,CD316
9-Sep-13,CD305
9-Sep-13,CD305
9-Sep-13,CD316
10-Sep-13,CD305
11-Sep-13,CD305
12-Sep-13,CD316
12-Sep-13,CD318
13-Sep-13,CD305
13-Sep-13,CD305
16-Sep-13,CD203
16-Sep-13,CD305
16-Sep-13,CD316
16-Sep-13,CD318
16-Sep-13,CD316
16-Sep-13,CD305
16-Sep-13,CD318
16-Sep-13,CD318
16-Sep-13,CD305
17-Sep-13,CD305
17-Sep-13,CD316
17-Sep-13,CD316
17-Sep-13,CD305
18-Sep-13,CD305
18-Sep-13,CD318
18-Sep-13,CD316
18-Sep-13,CD318
18-Sep-13,CD318
18-Sep-13,CD305
18-Sep-13,CD316
18-Sep-13,CD316
18-Sep-13,CD201
19-Sep-13,CD318
19-Sep-13,CD303
19-Sep-13,CD316
19-Sep-13,CD316
19-Sep-13,CD318
19-Sep-13,CD316
20-Sep-13,CD305
20-Sep-13,CD309
20-Sep-13,CD305
23-Sep-13,CD305
23-Sep-13,CD305
23-Sep-13,CD305
24-Sep-13,CD305
24-Sep-13,CD305
25-Sep-13,CD318
25-Sep-13,CD314
25-Sep-13,CD316
25-Sep-13,CD305
25-Sep-13,CD305
26-Sep-13,CD305
26-Sep-13,CD305
26-Sep-13,CD316
26-Sep-13,CD316
27-Sep-13,CD305
27-Sep-13,CD318
27-Sep-13,CD318
30-Sep-13,CD316
30-Sep-13,CD316
30-Sep-13,CD305
30-Sep-13,CD305
30-Sep-13,CD316
30-Sep-13,CD305
30-Sep-13,CD305
2-Oct-13,CD316
2-Oct-13,CD316
2-Oct-13,CD305
3-Oct-13,CD316
3-Oct-13,CD316
3-Oct-13,CD316
3-Oct-13,CD316
3-Oct-13,CD305
4-Oct-13,CD316
4-Oct-13,CD305
7-Oct-13,CD301
8-Oct-13,CD305
8-Oct-13,CD316
8-Oct-13,CD316
8-Oct-13,CD305
8-Oct-13,CD318
9-Oct-13,CD305
9-Oct-13,CD316
10-Oct-13,CD305
11-Oct-13,CD305
11-Oct-13,CD305
11-Oct-13,CD316
15-Oct-13,CD305
15-Oct-13,CD316
15-Oct-13,CD305
16-Oct-13,CD316
16-Oct-13,CD305
17-Oct-13,CD305
17-Oct-13,CD305
17-Oct-13,CD316
17-Oct-13,CD305
17-Oct-13,CD316
18-Oct-13,CD317
18-Oct-13,CD305
21-Oct-13,CD305
21-Oct-13,CD316
22-Oct-13,CD316
22-Oct-13,CD305
23-Oct-13,CD316
23-Oct-13,CD318
23-Oct-13,CD316
23-Oct-13,CD305
23-Oct-13,CD305
24-Oct-13,CD316
25-Oct-13,CD316
25-Oct-13,CD305
25-Oct-13,CD318
25-Oct-13,CD305
25-Oct-13,CD305
28-Oct-13,CD316
28-Oct-13,CD318
28-Oct-13,CD316
29-Oct-13,CD305
29-Oct-13,CD305
29-Oct-13,CD318
29-Oct-13,CD316
29-Oct-13,CD305
29-Oct-13,CD317
30-Oct-13,CD316
31-Oct-13,CD318
31-Oct-13,CD316
31-Oct-13,CD305
31-Oct-13,CD305
4-Nov-13,CD316
4-Nov-13,CD305
4-Nov-13,CD318
4-Nov-13,CD305
4-Nov-13,CD316
4-Nov-13,CD316
4-Nov-13,CD318
5-Nov-13,CD305
5-Nov-13,CD316
6-Nov-13,CD305
6-Nov-13,CD318
6-Nov-13,CD316
6-Nov-13,CD316
6-Nov-13,CD305
7-Nov-13,CD316
7-Nov-13,CD316
8-Nov-13,CD316
8-Nov-13,CD316
8-Nov-13,CD318
8-Nov-13,CD305
11-Nov-13,CD305
11-Nov-13,CD316
11-Nov-13,CD316
12-Nov-13,CD316
12-Nov-13,CD316
12-Nov-13,CD305
12-Nov-13,CD316
13-Nov-13,CD316
13-Nov-13,CD316
13-Nov-13,CD316
13-Nov-13,CD316
13-Nov-13,CD305
13-Nov-13,CD316
14-Nov-13,CD316
15-Nov-13,CD318
15-Nov-13,CD316
15-Nov-13,CD305
15-Nov-13,CD305
15-Nov-13,CD316
15-Nov-13,CD316
18-Nov-13,CD305
18-Nov-13,CD305
18-Nov-13,CD305
19-Nov-13,CD305
19-Nov-13,CD316
20-Nov-13,CD305
20-Nov-13,CD305
20-Nov-13,CD316
20-Nov-13,CD316
20-Nov-13,CD302
21-Nov-13,CD305
21-Nov-13,CD305
22-Nov-13,CD305
22-Nov-13,CD318
22-Nov-13,CD305
22-Nov-13,CD308
25-Nov-13,CD316
25-Nov-13,CD316
25-Nov-13,CD318
25-Nov-13,CD305
26-Nov-13,CD305
26-Nov-13,CD305
27-Nov-13,CD318
27-Nov-13,CD316
27-Nov-13,CD305
27-Nov-13,CD316
2-Dec-13,CD318
2-Dec-13,CD305
2-Dec-13,CD305
2-Dec-13,CD316
2-Dec-13,CD316
3-Dec-13,CD316
3-Dec-13,CD305
3-Dec-13,CD316
3-Dec-13,CD318
4-Dec-13,CD318
4-Dec-13,CD305
